system:index,Area_difference_ha,Area_difference_pct_points,Dice,Intersection_fraction_of_LINEAR,Intersection_fraction_of_VDK,Intersection_ha,Jaccard,LINEAR_actual_pct_valid,LINEAR_area_ha,LINEAR_deviation_from_target_pp,LINEAR_only_ha,LINEAR_threshold,Percentile,Priority_set,Target_top_pct,Union_ha,VDK_actual_pct_valid,VDK_area_ha,VDK_deviation_from_target_pp,VDK_only_ha,VDK_threshold,Valid_area_ha,.geo
0,757.1376919322065,0.042905608911649296,0.6406983693846356,0.6400118859908241,0.6413863270181633,226129.12039321003,0.4713437804783535,20.022009210242192,353320.1888010749,0.022009210242192268,127191.06840786451,33.27425248,80,Top20,20,479754.11951700726,19.979103601330543,352563.0511091427,-0.020896398669457028,126433.93071593282,13.39958024,1764659.0064514363,"{""type"":""MultiPoint"",""coordinates"":[]}"
1,-136.40304509946145,-0.00772971121337207,0.6028200793563862,0.6030531582382327,0.6025871805740075,106373.74520789995,0.4314548688036507,9.995811482642242,176391.98759635317,-0.004188517357757604,70018.24238845325,58.0503054,90,Top10,10,246546.6330299061,10.003541193855614,176528.39064145263,0.003541193855614466,70154.64543355262,30.13698445,1764659.0064514363,"{""type"":""MultiPoint"",""coordinates"":[]}"
2,-224.97330587837496,-0.012748825980311018,0.5746926106104604,0.575426672128985,0.57396041956412,50675.044424640844,0.40320608374632927,4.990491872921547,88065.16430173705,-0.009508127078452944,37390.119877096186,91.12832498,95,Top5,5,125680.25748471158,5.003240698901858,88290.13760761543,0.0032406989018580745,37615.09318297457,54.92359721,1764659.0064514363,"{""type"":""MultiPoint"",""coordinates"":[]}"
