system:index,LINEAR_P50,LINEAR_P80,LINEAR_P90,LINEAR_P95,LINEAR_P99,LINEAR_max,LINEAR_mean,LINEAR_min,LINEAR_pct_GE10,LINEAR_pct_GE20,LINEAR_pct_GE5,LINEAR_pct_GE50,LINEAR_pct_below_10,LINEAR_pct_below_20,LINEAR_pct_below_5,LINEAR_pct_below_50,LINEAR_stdDev,QA_LINEAR_P50_gt_10,QA_LINEAR_P50_lt_20,QA_LINEAR_P80_lt_P90,QA_LINEAR_P90_lt_P95,QA_VDK_P50_lt_5,QA_VDK_P80_lt_P90,QA_VDK_P90_lt_P95,Spatial_unit,VDK_P50,VDK_P80,VDK_P90,VDK_P95,VDK_P99,VDK_max,VDK_mean,VDK_min,VDK_pct_GE10,VDK_pct_GE20,VDK_pct_GE5,VDK_pct_GE50,VDK_pct_below_10,VDK_pct_below_20,VDK_pct_below_5,VDK_pct_below_50,VDK_stdDev,Valid_area_ha,Valid_pct_region,.geo
0,10.99875593400714,33.27425247825824,58.05030540071364,91.12832497936301,211.38153834750779,58753.859375,25.00960823450445,0.027340879663825035,52.71648090325406,32.72454598304412,70.45197984732634,12.258307355437008,47.28351909674594,67.27545401695588,29.548020152673658,87.74169264456299,62.365755471409834,1,1,1,1,1,1,1,Minsk Region,1.3312357732333195,13.399580235060114,30.136984447444103,54.9235972117606,154.70327743665908,96090.859375,12.650627579370845,3.3285218523815274E-4,24.146223922111705,14.656849872481292,34.10279481552875,5.639332528402325,75.8537760778883,85.34315012751871,65.89720518447125,94.36066747159768,77.20393422537799,1764659.0064514363,44.12905161243778,"{""type"":""MultiPoint"",""coordinates"":[]}"
