system:index,Analysis_CRS,Analysis_scale_m,Analysis_year,Excluded_NDVI_P25,Excluded_NDVI_P75,Excluded_NDVI_mean,Excluded_NDVI_median,Excluded_NDVI_stdDev,Excluded_area_ha,Excluded_area_pct_region,Excluded_slope_P25_deg,Excluded_slope_P75_deg,Excluded_slope_mean_deg,Excluded_slope_median_deg,Excluded_slope_stdDev_deg,Experiment,NDVI_standardised_difference,Raster_excluded_area_QA_ha,Raster_valid_area_QA_ha,Raster_valid_minus_main_valid_ha,Region_geometry_area_ha,Slope_standardised_difference,Spatial_unit,Valid_NDVI_P25,Valid_NDVI_P75,Valid_NDVI_mean,Valid_NDVI_median,Valid_NDVI_stdDev,Valid_area_ha,Valid_area_pct_region,Valid_slope_P25_deg,Valid_slope_P75_deg,Valid_slope_mean_deg,Valid_slope_median_deg,Valid_slope_stdDev_deg,.geo
0,EPSG:32635,30,2024,0.6132927010989715,0.8007354347545468,0.681872857267576,0.75399284437119,0.18484147298106,2234201.0233300943,55.87094838756222,1.5677100565711692,3.296517471372245,2.6127930759129874,1.8303880286408714,2.073104858453381,Modelling-domain composition audit,-0.3690743762910758,2249965.288077241,1764659.0051898428,-0.0012615935411304235,3998860.0297815306,-0.18057216742748233,Minsk Region,0.48828223583003993,0.7695915649226838,0.6165956879888318,0.636721091075484,0.1685161023966796,1764659.0064514363,44.12905161243778,0.927409936864201,3.178912700991404,2.257014663489021,1.8289624934489723,1.8617928417407232,"{""type"":""MultiPoint"",""coordinates"":[]}"
